id,player1_id,player2_id,winner_id,battle_date,battle_datetime,battle_timestamp
402,48,62,62.0,2024-10-28,2024-10-28 05:57:45,1730095065
403,2,11,11.0,2024-10-11,2024-10-11 21:58:30,1728683910
404,25,65,25.0,2024-10-15,2024-10-15 07:41:37,1728978097
405,51,71,51.0,2024-10-23,2024-10-23 03:25:10,1729653910
406,82,73,,2024-10-15,2024-10-15 21:46:08,1729028768
407,81,4,4.0,2024-10-24,2024-10-24 07:42:10,1729755730
408,78,2,78.0,2024-10-10,2024-10-10 07:57:00,1728547020
409,44,78,44.0,2024-10-25,2024-10-25 21:04:45,1729890285
410,49,30,30.0,2024-10-15,2024-10-15 00:21:00,1728951660
411,38,33,38.0,2024-10-20,2024-10-20 10:16:11,1729419371
412,47,7,47.0,2024-10-27,2024-10-27 17:08:10,1730048890
413,41,7,7.0,2024-10-06,2024-10-06 15:37:19,1728229039
414,55,11,55.0,2024-10-27,2024-10-27 01:47:16,1729993636
415,64,34,34.0,2024-10-23,2024-10-23 00:09:14,1729642154
416,19,69,19.0,2024-10-28,2024-10-28 09:47:17,1730108837
417,65,48,48.0,2024-10-20,2024-10-20 06:40:45,1729406445
418,61,23,23.0,2024-10-21,2024-10-21 05:29:11,1729488551
419,9,88,,2024-10-16,2024-10-16 18:33:43,1729103623
420,59,74,59.0,2024-10-28,2024-10-28 13:50:58,1730123458
421,18,57,57.0,2024-10-08,2024-10-08 23:59:20,1728431960
422,88,30,,2024-10-26,2024-10-26 17:35:07,1729964107
423,48,64,48.0,2024-10-08,2024-10-08 02:38:05,1728355085
424,20,25,20.0,2024-10-05,2024-10-05 04:51:44,1728103904
425,89,53,89.0,2024-10-02,2024-10-02 16:43:47,1727887427
426,55,6,6.0,2024-10-22,2024-10-22 03:59:08,1729569548
427,45,1,,2024-10-02,2024-10-02 00:00:45,1727827245
428,14,23,14.0,2024-10-10,2024-10-10 13:10:12,1728565812
429,26,22,22.0,2024-10-06,2024-10-06 06:00:19,1728194419
430,26,34,34.0,2024-10-23,2024-10-23 09:42:24,1729676544
431,26,5,5.0,2024-10-17,2024-10-17 00:34:46,1729125286
432,61,70,70.0,2024-10-01,2024-10-01 16:03:59,1727798639
433,4,23,,2024-10-26,2024-10-26 13:42:52,1729950172
434,31,10,,2024-10-13,2024-10-13 13:14:02,1728825242
435,90,48,90.0,2024-10-20,2024-10-20 12:46:09,1729428369
436,66,24,24.0,2024-10-27,2024-10-27 05:10:41,1730005841
437,86,78,78.0,2024-10-08,2024-10-08 05:22:51,1728364971
438,7,6,7.0,2024-10-11,2024-10-11 19:12:50,1728673970
439,54,58,58.0,2024-10-19,2024-10-19 02:05:59,1729303559
440,10,18,18.0,2024-10-10,2024-10-10 23:48:27,1728604107
441,68,62,68.0,2024-10-21,2024-10-21 07:49:59,1729496999
442,18,17,18.0,2024-10-01,2024-10-01 23:18:50,1727824730
443,6,44,6.0,2024-10-23,2024-10-23 05:49:22,1729662562
444,82,52,82.0,2024-10-07,2024-10-07 05:11:49,1728277909
445,55,8,55.0,2024-10-14,2024-10-14 01:32:39,1728869559
446,67,55,,2024-10-21,2024-10-21 04:21:28,1729484488
447,30,84,30.0,2024-10-03,2024-10-03 03:34:48,1727926488
448,65,49,65.0,2024-10-24,2024-10-24 18:35:50,1729794950
449,55,81,55.0,2024-10-26,2024-10-26 19:54:15,1729972455
450,38,20,38.0,2024-10-04,2024-10-04 02:28:55,1728008935
451,58,25,25.0,2024-10-07,2024-10-07 08:38:57,1728290337
452,46,20,46.0,2024-10-28,2024-10-28 16:06:25,1730131585
453,41,83,,2024-10-23,2024-10-23 00:47:12,1729644432
454,23,66,66.0,2024-10-08,2024-10-08 13:17:29,1728393449
455,40,27,27.0,2024-10-24,2024-10-24 19:04:00,1729796640
456,60,39,39.0,2024-10-08,2024-10-08 02:46:03,1728355563
457,74,47,74.0,2024-10-09,2024-10-09 01:54:16,1728438856
458,6,45,6.0,2024-10-17,2024-10-17 20:22:10,1729196530
459,47,36,36.0,2024-10-23,2024-10-23 03:10:08,1729653008
460,26,21,21.0,2024-10-26,2024-10-26 22:57:09,1729983429
461,44,34,44.0,2024-10-12,2024-10-12 04:11:14,1728706274
462,70,17,17.0,2024-10-27,2024-10-27 23:24:56,1730071496
463,81,82,81.0,2024-10-12,2024-10-12 06:41:35,1728715295
464,67,47,47.0,2024-10-29,2024-10-29 21:56:12,1730238972
465,17,57,57.0,2024-10-14,2024-10-14 16:18:47,1728922727
466,19,55,19.0,2024-10-12,2024-10-12 12:40:04,1728736804
467,79,47,47.0,2024-10-13,2024-10-13 02:58:55,1728788335
468,65,61,65.0,2024-10-05,2024-10-05 04:00:48,1728100848
469,25,68,25.0,2024-10-16,2024-10-16 12:59:16,1729083556
470,53,87,53.0,2024-10-10,2024-10-10 16:30:04,1728577804
471,24,21,24.0,2024-10-22,2024-10-22 15:59:31,1729612771
472,65,83,83.0,2024-10-01,2024-10-01 00:45:42,1727743542
473,82,26,82.0,2024-10-09,2024-10-09 07:44:01,1728459841
474,45,83,83.0,2024-10-04,2024-10-04 10:43:08,1728038588
475,42,45,42.0,2024-10-10,2024-10-10 23:11:21,1728601881
476,28,11,28.0,2024-10-02,2024-10-02 17:13:33,1727889213
477,21,33,33.0,2024-10-01,2024-10-01 02:41:21,1727750481
478,68,14,,2024-10-04,2024-10-04 06:38:05,1728023885
479,8,7,7.0,2024-10-13,2024-10-13 04:55:49,1728795349
480,18,54,54.0,2024-10-27,2024-10-27 15:51:52,1730044312
481,25,34,25.0,2024-10-16,2024-10-16 18:08:55,1729102135
482,20,87,87.0,2024-10-27,2024-10-27 10:49:25,1730026165
483,67,54,67.0,2024-10-28,2024-10-28 04:01:40,1730088100
484,80,69,80.0,2024-10-08,2024-10-08 20:17:00,1728418620
485,7,89,7.0,2024-10-02,2024-10-02 14:35:08,1727879708
486,9,80,9.0,2024-10-05,2024-10-05 20:22:33,1728159753
487,59,78,59.0,2024-10-20,2024-10-20 06:58:15,1729407495
488,10,61,61.0,2024-10-15,2024-10-15 15:04:42,1729004682
489,74,60,60.0,2024-10-06,2024-10-06 10:27:37,1728210457
490,64,38,38.0,2024-10-11,2024-10-11 00:14:41,1728605681
491,56,59,56.0,2024-10-19,2024-10-19 11:04:10,1729335850
492,64,9,64.0,2024-10-23,2024-10-23 14:23:23,1729693403
493,86,1,86.0,2024-10-29,2024-10-29 03:19:15,1730171955
494,53,84,53.0,2024-10-11,2024-10-11 17:06:24,1728666384
495,54,66,54.0,2024-10-23,2024-10-23 20:14:11,1729714451
496,44,66,66.0,2024-10-10,2024-10-10 02:11:14,1728526274
497,15,37,37.0,2024-10-14,2024-10-14 00:20:20,1728865220
498,11,54,54.0,2024-10-08,2024-10-08 17:13:10,1728407590
499,2,36,2.0,2024-10-14,2024-10-14 20:45:58,1728938758
500,29,69,29.0,2024-10-13,2024-10-13 20:37:46,1728851866
